model,time_us,T2_us,lambda_max_rad_per_us,omega_rad_per_us,drive_freq_rad_per_us,dt_us,fidelity_mean,fidelity_std,n_realizations
gaussian,94.0,40.0,0.0,0.125664,0.062832,0.2,0.6632597732722504,0.3136860621243499,40
gaussian,95.0,40.0,0.0,0.125664,0.062832,0.2,0.6548113341588863,0.3112930002951063,40
gaussian,96.0,40.0,0.0,0.125664,0.062832,0.2,0.7137706344402037,0.27486366270894713,40
gaussian,97.0,40.0,0.0,0.125664,0.062832,0.2,0.6941588665948799,0.3050124761442404,40
gaussian,98.0,40.0,0.0,0.125664,0.062832,0.2,0.6190242248228035,0.2799608174997038,40
gaussian,99.0,40.0,0.0,0.125664,0.062832,0.2,0.5673176393893804,0.3264340700033524,40
gaussian,100.0,40.0,0.0,0.125664,0.062832,0.2,0.7095660479162607,0.30543329966565913,40
gaussian,101.0,40.0,0.0,0.125664,0.062832,0.2,0.5844381199999937,0.3547717857602301,40
gaussian,102.0,40.0,0.0,0.125664,0.062832,0.2,0.7005590048951905,0.32927576344408804,40
gaussian,103.0,40.0,0.0,0.125664,0.062832,0.2,0.6437282866250704,0.31498969284038153,40
gaussian,104.0,40.0,0.0,0.125664,0.062832,0.2,0.5527245181961667,0.2640653210335878,40
gaussian,105.0,40.0,0.0,0.125664,0.062832,0.2,0.6142544154370844,0.3516054618406497,40
gaussian,106.0,40.0,0.0,0.125664,0.062832,0.2,0.6905053991590165,0.3025108858344227,40
gaussian,107.0,40.0,0.0,0.125664,0.062832,0.2,0.5930462564306547,0.38113022207115216,40
gaussian,108.0,40.0,0.0,0.125664,0.062832,0.2,0.6138678122503629,0.304580244980721,40
gaussian,109.0,40.0,0.0,0.125664,0.062832,0.2,0.538671445469418,0.36649371173415196,40
gaussian,110.0,40.0,0.0,0.125664,0.062832,0.2,0.47553641655251244,0.378005942340754,40
gaussian,111.0,40.0,0.0,0.125664,0.062832,0.2,0.4711885814046033,0.3835073716998753,40
gaussian,112.0,40.0,0.0,0.125664,0.062832,0.2,0.5492134513816763,0.3395342309857764,40
gaussian,113.0,40.0,0.0,0.125664,0.062832,0.2,0.5001785727868461,0.3164771552268604,40
gaussian,114.0,40.0,0.0,0.125664,0.062832,0.2,0.49605397078558705,0.3741637995754966,40
gaussian,115.0,40.0,0.0,0.125664,0.062832,0.2,0.44146676569938686,0.38712533815804684,40
gaussian,116.0,40.0,0.0,0.125664,0.062832,0.2,0.4868968826946071,0.35546615934278286,40
gaussian,117.0,40.0,0.0,0.125664,0.062832,0.2,0.44672150392762927,0.35715241703327405,40
gaussian,118.0,40.0,0.0,0.125664,0.062832,0.2,0.4702779541016525,0.31029475407244583,40
gaussian,119.0,40.0,0.0,0.125664,0.062832,0.2,0.4369390611653457,0.36110867572618227,40
gaussian,120.0,40.0,0.0,0.125664,0.062832,0.2,0.4023778520313613,0.34329421639141494,40
gaussian,0.0,40.0,0.062832,0.125664,0.062832,0.2,1.0,0.0,40
gaussian,1.0,40.0,0.062832,0.125664,0.062832,0.2,0.990259057882979,0.013037805992532082,40
gaussian,2.0,40.0,0.062832,0.125664,0.062832,0.2,0.9801095658180643,0.02604716272165822,40
gaussian,3.0,40.0,0.062832,0.125664,0.062832,0.2,0.9599913336200021,0.04067356325874557,40
gaussian,4.0,40.0,0.062832,0.125664,0.062832,0.2,0.9225906900090151,0.08850754976711996,40
gaussian,5.0,40.0,0.062832,0.125664,0.062832,0.2,0.9001140157793348,0.09859929501772279,40
gaussian,6.0,40.0,0.062832,0.125664,0.062832,0.2,0.8462581037269462,0.13127533244153008,40
gaussian,7.0,40.0,0.062832,0.125664,0.062832,0.2,0.7913484542105802,0.14020578950529372,40
gaussian,8.0,40.0,0.062832,0.125664,0.062832,0.2,0.7469090030854624,0.13236852549691072,40
gaussian,9.0,40.0,0.062832,0.125664,0.062832,0.2,0.7737662546599406,0.18069295964557197,40
gaussian,10.0,40.0,0.062832,0.125664,0.062832,0.2,0.6473227335325509,0.202275018479103,40
gaussian,11.0,40.0,0.062832,0.125664,0.062832,0.2,0.626069668155776,0.22244496708941255,40
gaussian,12.0,40.0,0.062832,0.125664,0.062832,0.2,0.5146735366560719,0.21117292238711824,40
gaussian,13.0,40.0,0.062832,0.125664,0.062832,0.2,0.44136041179332947,0.19757162320505836,40
gaussian,14.0,40.0,0.062832,0.125664,0.062832,0.2,0.38377115644798515,0.23479265227270982,40
gaussian,15.0,40.0,0.062832,0.125664,0.062832,0.2,0.4291834032364113,0.24717315189029118,40
gaussian,16.0,40.0,0.062832,0.125664,0.062832,0.2,0.34192591296973185,0.21241369203591717,40
gaussian,17.0,40.0,0.062832,0.125664,0.062832,0.2,0.3471204093819402,0.2083898798900222,40
gaussian,18.0,40.0,0.062832,0.125664,0.062832,0.2,0.26069060279188727,0.20927364698761122,40
gaussian,19.0,40.0,0.062832,0.125664,0.062832,0.2,0.2808481963732129,0.17053856322678512,40
gaussian,20.0,40.0,0.062832,0.125664,0.062832,0.2,0.2798471824513399,0.22027321337898115,40
gaussian,21.0,40.0,0.062832,0.125664,0.062832,0.2,0.19964535515388934,0.13761165255422547,40
gaussian,22.0,40.0,0.062832,0.125664,0.062832,0.2,0.22139646324633783,0.17556654163436494,40
gaussian,23.0,40.0,0.062832,0.125664,0.062832,0.2,0.17981268666545908,0.12932722406280656,40
gaussian,24.0,40.0,0.062832,0.125664,0.062832,0.2,0.1935716294140422,0.12619917736572675,40
gaussian,25.0,40.0,0.062832,0.125664,0.062832,0.2,0.18484487127221644,0.1396056252991061,40
gaussian,26.0,40.0,0.062832,0.125664,0.062832,0.2,0.24343144343118403,0.1815550733268191,40
gaussian,27.0,40.0,0.062832,0.125664,0.062832,0.2,0.22996855217944628,0.19367882717671128,40
gaussian,28.0,40.0,0.062832,0.125664,0.062832,0.2,0.2453130657922838,0.20209835915402385,40
gaussian,29.0,40.0,0.062832,0.125664,0.062832,0.2,0.2490440136097908,0.146291047101774,40
gaussian,30.0,40.0,0.062832,0.125664,0.062832,0.2,0.23971962441203995,0.17551258328457478,40
gaussian,31.0,40.0,0.062832,0.125664,0.062832,0.2,0.3295851606170929,0.22678828101844548,40
gaussian,32.0,40.0,0.062832,0.125664,0.062832,0.2,0.33981830672172697,0.2601385834522861,40
gaussian,33.0,40.0,0.062832,0.125664,0.062832,0.2,0.35950836220121,0.2422626318826079,40
gaussian,34.0,40.0,0.062832,0.125664,0.062832,0.2,0.393598833117409,0.2539367702376113,40
gaussian,35.0,40.0,0.062832,0.125664,0.062832,0.2,0.46558901889908544,0.2938358395652804,40
gaussian,36.0,40.0,0.062832,0.125664,0.062832,0.2,0.3984979608325826,0.25679908437681276,40
gaussian,37.0,40.0,0.062832,0.125664,0.062832,0.2,0.43165901569844467,0.24458987229595924,40
gaussian,38.0,40.0,0.062832,0.125664,0.062832,0.2,0.4813475414143884,0.28758689623021094,40
gaussian,39.0,40.0,0.062832,0.125664,0.062832,0.2,0.4738408668049857,0.2570520530566982,40
gaussian,40.0,40.0,0.062832,0.125664,0.062832,0.2,0.4925292676706784,0.2871643596562934,40
gaussian,41.0,40.0,0.062832,0.125664,0.062832,0.2,0.5583165926368296,0.24395310910468274,40
gaussian,42.0,40.0,0.062832,0.125664,0.062832,0.2,0.533292226039482,0.2699054831832025,40
gaussian,43.0,40.0,0.062832,0.125664,0.062832,0.2,0.4712058119740659,0.26194716835180143,40
gaussian,44.0,40.0,0.062832,0.125664,0.062832,0.2,0.5633988985355209,0.22625965199671544,40
gaussian,45.0,40.0,0.062832,0.125664,0.062832,0.2,0.4952762547889236,0.22728249410825968,40
gaussian,46.0,40.0,0.062832,0.125664,0.062832,0.2,0.5626154360748831,0.1747685919701698,40
gaussian,47.0,40.0,0.062832,0.125664,0.062832,0.2,0.564164363094194,0.20423325593050126,40
gaussian,48.0,40.0,0.062832,0.125664,0.062832,0.2,0.563624373524822,0.1694975158670818,40
gaussian,49.0,40.0,0.062832,0.125664,0.062832,0.2,0.5054303807077748,0.1857629445359416,40
gaussian,50.0,40.0,0.062832,0.125664,0.062832,0.2,0.5557778439431594,0.16180474727422103,40
gaussian,51.0,40.0,0.062832,0.125664,0.062832,0.2,0.4836141076333442,0.17960541011919331,40
gaussian,52.0,40.0,0.062832,0.125664,0.062832,0.2,0.5205294916674175,0.1670928070687703,40
gaussian,53.0,40.0,0.062832,0.125664,0.062832,0.2,0.4449821771314609,0.20497249467870998,40
gaussian,54.0,40.0,0.062832,0.125664,0.062832,0.2,0.45362674065335123,0.18589963943451707,40
gaussian,55.0,40.0,0.062832,0.125664,0.062832,0.2,0.4742402608175116,0.18942122725944815,40
gaussian,56.0,40.0,0.062832,0.125664,0.062832,0.2,0.3810850606559874,0.21679546275336678,40
gaussian,57.0,40.0,0.062832,0.125664,0.062832,0.2,0.4121722205665123,0.2017524217939676,40
gaussian,58.0,40.0,0.062832,0.125664,0.062832,0.2,0.35526766381573377,0.2169003241559816,40
gaussian,59.0,40.0,0.062832,0.125664,0.062832,0.2,0.29767324751900226,0.2083279034445164,40
gaussian,60.0,40.0,0.062832,0.125664,0.062832,0.2,0.2989779114114463,0.2073603220229549,40
gaussian,61.0,40.0,0.062832,0.125664,0.062832,0.2,0.27378935367225726,0.19611015785094082,40
gaussian,62.0,40.0,0.062832,0.125664,0.062832,0.2,0.2922411490425112,0.2337516917914354,40
gaussian,63.0,40.0,0.062832,0.125664,0.062832,0.2,0.21585807933906312,0.19435615169708975,40
gaussian,64.0,40.0,0.062832,0.125664,0.062832,0.2,0.20828699188986355,0.18073627703429343,40
gaussian,65.0,40.0,0.062832,0.125664,0.062832,0.2,0.2576636313268761,0.20880248473278576,40
gaussian,66.0,40.0,0.062832,0.125664,0.062832,0.2,0.23039608279010587,0.2559077421776757,40
gaussian,67.0,40.0,0.062832,0.125664,0.062832,0.2,0.24748771234111205,0.1905100599491943,40
gaussian,68.0,40.0,0.062832,0.125664,0.062832,0.2,0.2999229519803954,0.22584464815168817,40
gaussian,69.0,40.0,0.062832,0.125664,0.062832,0.2,0.21153458033523265,0.1814400306679291,40
gaussian,70.0,40.0,0.062832,0.125664,0.062832,0.2,0.3205436421443669,0.23493110143362292,40
gaussian,71.0,40.0,0.062832,0.125664,0.062832,0.2,0.3579959461782797,0.26765331385457114,40
gaussian,72.0,40.0,0.062832,0.125664,0.062832,0.2,0.2774820186089974,0.1996537033763011,40
gaussian,73.0,40.0,0.062832,0.125664,0.062832,0.2,0.31935707339653174,0.2909874719023765,40
gaussian,74.0,40.0,0.062832,0.125664,0.062832,0.2,0.39386541862697566,0.2939039812192854,40
gaussian,75.0,40.0,0.062832,0.125664,0.062832,0.2,0.37528972064411026,0.25971182432799983,40
gaussian,76.0,40.0,0.062832,0.125664,0.062832,0.2,0.4001251137174462,0.26155549256645516,40
gaussian,77.0,40.0,0.062832,0.125664,0.062832,0.2,0.3556662417734667,0.24198784722872974,40
gaussian,78.0,40.0,0.062832,0.125664,0.062832,0.2,0.3639271273001312,0.2630374126233519,40
gaussian,79.0,40.0,0.062832,0.125664,0.062832,0.2,0.46717558496271067,0.2618797916603344,40
gaussian,80.0,40.0,0.062832,0.125664,0.062832,0.2,0.5459661928565955,0.269023394711083,40
gaussian,81.0,40.0,0.062832,0.125664,0.062832,0.2,0.5205545165188971,0.2802205190437377,40
gaussian,82.0,40.0,0.062832,0.125664,0.062832,0.2,0.5157838750823045,0.3128396228652619,40
gaussian,83.0,40.0,0.062832,0.125664,0.062832,0.2,0.5937319689687535,0.2928049361495305,40
gaussian,84.0,40.0,0.062832,0.125664,0.062832,0.2,0.5932190730882521,0.2712471130284861,40
gaussian,85.0,40.0,0.062832,0.125664,0.062832,0.2,0.5920065561778588,0.30581733297678015,40
gaussian,86.0,40.0,0.062832,0.125664,0.062832,0.2,0.5950139206123138,0.2709536074316798,40
gaussian,87.0,40.0,0.062832,0.125664,0.062832,0.2,0.6250273825174025,0.25426147851485825,40
gaussian,88.0,40.0,0.062832,0.125664,0.062832,0.2,0.6887303545225708,0.24064782412479818,40
gaussian,89.0,40.0,0.062832,0.125664,0.062832,0.2,0.6916096425931826,0.25069626057911715,40
gaussian,90.0,40.0,0.062832,0.125664,0.062832,0.2,0.6876942102683437,0.2317027668873702,40
gaussian,91.0,40.0,0.062832,0.125664,0.062832,0.2,0.6872307581674288,0.2838320419516697,40
gaussian,92.0,40.0,0.062832,0.125664,0.062832,0.2,0.7638025754302495,0.17141449290318622,40
gaussian,93.0,40.0,0.062832,0.125664,0.062832,0.2,0.7340084943063248,0.22375893142164036,40
gaussian,94.0,40.0,0.062832,0.125664,0.062832,0.2,0.6902711828310452,0.24894895112814824,40
gaussian,95.0,40.0,0.062832,0.125664,0.062832,0.2,0.7016273557452936,0.2495710169446274,40
gaussian,96.0,40.0,0.062832,0.125664,0.062832,0.2,0.7090658062134301,0.22578744376202614,40
gaussian,97.0,40.0,0.062832,0.125664,0.062832,0.2,0.7310183080342938,0.21851352106581942,40
gaussian,98.0,40.0,0.062832,0.125664,0.062832,0.2,0.7477724135386065,0.23441063460538794,40
gaussian,99.0,40.0,0.062832,0.125664,0.062832,0.2,0.6917628502602621,0.29079250539097434,40
gaussian,100.0,40.0,0.062832,0.125664,0.062832,0.2,0.7094412818473443,0.24482855793651825,40
gaussian,101.0,40.0,0.062832,0.125664,0.062832,0.2,0.7290379438782225,0.22857254174607297,40
gaussian,102.0,40.0,0.062832,0.125664,0.062832,0.2,0.6177875308978983,0.2346447717899274,40
gaussian,103.0,40.0,0.062832,0.125664,0.062832,0.2,0.6496626368131677,0.2547701019776629,40
gaussian,104.0,40.0,0.062832,0.125664,0.062832,0.2,0.6304863832257206,0.2369440790007587,40
gaussian,105.0,40.0,0.062832,0.125664,0.062832,0.2,0.5446130159285671,0.281295841100662,40
gaussian,106.0,40.0,0.062832,0.125664,0.062832,0.2,0.6044124885390106,0.2743642883501901,40
gaussian,107.0,40.0,0.062832,0.125664,0.062832,0.2,0.6008663256849252,0.29127300717096377,40
gaussian,108.0,40.0,0.062832,0.125664,0.062832,0.2,0.513862937985253,0.2651656065649852,40
gaussian,109.0,40.0,0.062832,0.125664,0.062832,0.2,0.5663398939314048,0.2546140245438688,40
gaussian,110.0,40.0,0.062832,0.125664,0.062832,0.2,0.4773851143787148,0.30315174232133574,40
gaussian,111.0,40.0,0.062832,0.125664,0.062832,0.2,0.5335520117009264,0.306122336511502,40
gaussian,112.0,40.0,0.062832,0.125664,0.062832,0.2,0.48432593571021654,0.2917167229024226,40
gaussian,113.0,40.0,0.062832,0.125664,0.062832,0.2,0.3986259629506027,0.22413669762803853,40
gaussian,114.0,40.0,0.062832,0.125664,0.062832,0.2,0.49601128282017193,0.2592644249491473,40
gaussian,115.0,40.0,0.062832,0.125664,0.062832,0.2,0.4539043382516475,0.2610670472883774,40
gaussian,116.0,40.0,0.062832,0.125664,0.062832,0.2,0.48515866366854044,0.3053215045761515,40
gaussian,117.0,40.0,0.062832,0.125664,0.062832,0.2,0.5080818411821816,0.28022607851863035,40
gaussian,118.0,40.0,0.062832,0.125664,0.062832,0.2,0.5221180193448496,0.28424155330802914,40
gaussian,119.0,40.0,0.062832,0.125664,0.062832,0.2,0.5360192363838039,0.2541823277664761,40
gaussian,120.0,40.0,0.062832,0.125664,0.062832,0.2,0.4396848610713085,0.26536254992696345,40
gaussian,0.0,40.0,0.125664,0.125664,0.062832,0.2,1.0,0.0,40
gaussian,1.0,40.0,0.125664,0.125664,0.062832,0.2,0.9893587249832617,0.0131583784754427,40
gaussian,2.0,40.0,0.125664,0.125664,0.062832,0.2,0.9758694658929894,0.03818321886306329,40
gaussian,3.0,40.0,0.125664,0.125664,0.062832,0.2,0.9511497902945113,0.04226654638245075,40
gaussian,4.0,40.0,0.125664,0.125664,0.062832,0.2,0.9085830924836003,0.09715799721227507,40
gaussian,5.0,40.0,0.125664,0.125664,0.062832,0.2,0.8622984071389282,0.110625529309687,40
gaussian,6.0,40.0,0.125664,0.125664,0.062832,0.2,0.8502756904688702,0.1257823966639076,40
gaussian,7.0,40.0,0.125664,0.125664,0.062832,0.2,0.8280649233549419,0.1420589375383546,40
gaussian,8.0,40.0,0.125664,0.125664,0.062832,0.2,0.7885986584760787,0.14296327037686618,40
gaussian,9.0,40.0,0.125664,0.125664,0.062832,0.2,0.6622264950326474,0.19927403459438928,40
gaussian,10.0,40.0,0.125664,0.125664,0.062832,0.2,0.6507470173041524,0.18131683490933956,40
gaussian,11.0,40.0,0.125664,0.125664,0.062832,0.2,0.6383183923708893,0.1832817719326724,40
gaussian,12.0,40.0,0.125664,0.125664,0.062832,0.2,0.537651336430925,0.18073833603896053,40
gaussian,13.0,40.0,0.125664,0.125664,0.062832,0.2,0.5458501213456517,0.1576298764484821,40
gaussian,14.0,40.0,0.125664,0.125664,0.062832,0.2,0.46021226706266616,0.1884045589038405,40
gaussian,15.0,40.0,0.125664,0.125664,0.062832,0.2,0.5333290613495812,0.18142650888891018,40
gaussian,16.0,40.0,0.125664,0.125664,0.062832,0.2,0.5298502571207024,0.19612502902188855,40
gaussian,17.0,40.0,0.125664,0.125664,0.062832,0.2,0.4697391930460292,0.19424984479703641,40
gaussian,18.0,40.0,0.125664,0.125664,0.062832,0.2,0.443186018160298,0.19841408308469013,40
gaussian,19.0,40.0,0.125664,0.125664,0.062832,0.2,0.42580206328903103,0.15648132477015972,40
gaussian,20.0,40.0,0.125664,0.125664,0.062832,0.2,0.43019500765031393,0.14737341297937895,40
gaussian,21.0,40.0,0.125664,0.125664,0.062832,0.2,0.4518386715348486,0.15336190806768682,40
gaussian,22.0,40.0,0.125664,0.125664,0.062832,0.2,0.40809256244715203,0.11616749918852314,40
gaussian,23.0,40.0,0.125664,0.125664,0.062832,0.2,0.44302263333869263,0.16049619563866174,40
gaussian,24.0,40.0,0.125664,0.125664,0.062832,0.2,0.41554485345857356,0.1306828926294892,40
gaussian,25.0,40.0,0.125664,0.125664,0.062832,0.2,0.42917520842302415,0.14089011863925918,40
gaussian,26.0,40.0,0.125664,0.125664,0.062832,0.2,0.4518436266906809,0.15385625930993221,40
